package,version,license,license_source,direct_dependency,dev_dependency,resolved,package_path,license_file
cross-spawn,7.0.6,MIT,package-lock,false,false,https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz,node_modules/cross-spawn,node_modules/cross-spawn/LICENSE
csstype,3.2.3,MIT,package-lock,false,false,https://registry.npmjs.org/csstype/-/csstype-3.2.3.tgz,node_modules/csstype,node_modules/csstype/LICENSE
debug,4.4.3,MIT,package-lock,false,false,https://registry.npmjs.org/debug/-/debug-4.4.3.tgz,node_modules/debug,node_modules/debug/LICENSE
decode-named-character-reference,1.3.0,MIT,package-lock,false,false,https://registry.npmjs.org/decode-named-character-reference/-/decode-named-character-reference-1.3.0.tgz,node_modules/decode-named-character-reference,node_modules/decode-named-character-reference/license
dequal,2.0.3,MIT,package-lock,false,false,https://registry.npmjs.org/dequal/-/dequal-2.0.3.tgz,node_modules/dequal,node_modules/dequal/license
detect-gpu,5.0.70,MIT,package-lock,false,false,https://registry.npmjs.org/detect-gpu/-/detect-gpu-5.0.70.tgz,node_modules/detect-gpu,node_modules/detect-gpu/LICENSE
devlop,1.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/devlop/-/devlop-1.1.0.tgz,node_modules/devlop,node_modules/devlop/license
draco3d,1.5.7,Apache-2.0,package-lock,false,false,https://registry.npmjs.org/draco3d/-/draco3d-1.5.7.tgz,node_modules/draco3d,
electron-to-chromium,1.5.286,ISC,package-lock,false,true,https://registry.npmjs.org/electron-to-chromium/-/electron-to-chromium-1.5.286.tgz,node_modules/electron-to-chromium,node_modules/electron-to-chromium/LICENSE
entities,6.0.1,BSD-2-Clause,package-lock,false,false,https://registry.npmjs.org/entities/-/entities-6.0.1.tgz,node_modules/entities,node_modules/entities/LICENSE
esbuild,0.27.2,MIT,package-lock,false,true,https://registry.npmjs.org/esbuild/-/esbuild-0.27.2.tgz,node_modules/esbuild,node_modules/esbuild/LICENSE.md
escalade,3.2.0,MIT,package-lock,false,true,https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz,node_modules/escalade,node_modules/escalade/license
escape-string-regexp,5.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-5.0.0.tgz,node_modules/escape-string-regexp,node_modules/escape-string-regexp/license
estree-util-is-identifier-name,3.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/estree-util-is-identifier-name/-/estree-util-is-identifier-name-3.0.0.tgz,node_modules/estree-util-is-identifier-name,node_modules/estree-util-is-identifier-name/license
extend,3.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/extend/-/extend-3.0.2.tgz,node_modules/extend,node_modules/extend/LICENSE
fdir,6.5.0,MIT,package-lock,false,true,https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz,node_modules/fdir,node_modules/fdir/LICENSE
fflate,0.6.10,MIT,package-lock,false,false,https://registry.npmjs.org/fflate/-/fflate-0.6.10.tgz,node_modules/three-stdlib/node_modules/fflate,node_modules/three-stdlib/node_modules/fflate/LICENSE
fflate,0.8.2,MIT,package-lock,false,false,https://registry.npmjs.org/fflate/-/fflate-0.8.2.tgz,node_modules/fflate,node_modules/fflate/LICENSE
fsevents,2.3.3,MIT,package-lock,false,true,https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz,node_modules/fsevents,
gensync,1.0.0-beta.2,MIT,package-lock,false,true,https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz,node_modules/gensync,node_modules/gensync/LICENSE
glsl-noise,0.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/glsl-noise/-/glsl-noise-0.0.0.tgz,node_modules/glsl-noise,node_modules/glsl-noise/LICENSE
hast-util-from-html,2.0.3,MIT,package-lock,false,false,https://registry.npmjs.org/hast-util-from-html/-/hast-util-from-html-2.0.3.tgz,node_modules/hast-util-from-html,node_modules/hast-util-from-html/license
hast-util-from-parse5,8.0.3,MIT,package-lock,false,false,https://registry.npmjs.org/hast-util-from-parse5/-/hast-util-from-parse5-8.0.3.tgz,node_modules/hast-util-from-parse5,node_modules/hast-util-from-parse5/license
hast-util-parse-selector,3.1.1,MIT,package-lock,false,false,https://registry.npmjs.org/hast-util-parse-selector/-/hast-util-parse-selector-3.1.1.tgz,node_modules/hast-util-parse-selector,node_modules/hast-util-parse-selector/license
hast-util-parse-selector,4.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/hast-util-parse-selector/-/hast-util-parse-selector-4.0.0.tgz,node_modules/hast-util-from-parse5/node_modules/hast-util-parse-selector,node_modules/hast-util-from-parse5/node_modules/hast-util-parse-selector/license
hast-util-to-jsx-runtime,2.3.6,MIT,package-lock,false,false,https://registry.npmjs.org/hast-util-to-jsx-runtime/-/hast-util-to-jsx-runtime-2.3.6.tgz,node_modules/hast-util-to-jsx-runtime,node_modules/hast-util-to-jsx-runtime/license
hast-util-to-string,3.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/hast-util-to-string/-/hast-util-to-string-3.0.1.tgz,node_modules/hast-util-to-string,node_modules/hast-util-to-string/license
hast-util-whitespace,3.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/hast-util-whitespace/-/hast-util-whitespace-3.0.0.tgz,node_modules/hast-util-whitespace,node_modules/hast-util-whitespace/license
hastscript,7.2.0,MIT,package-lock,false,false,https://registry.npmjs.org/hastscript/-/hastscript-7.2.0.tgz,node_modules/hastscript,node_modules/hastscript/license
hastscript,9.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/hastscript/-/hastscript-9.0.1.tgz,node_modules/hast-util-from-parse5/node_modules/hastscript,node_modules/hast-util-from-parse5/node_modules/hastscript/license
hls.js,1.6.15,Apache-2.0,package-lock,false,false,https://registry.npmjs.org/hls.js/-/hls.js-1.6.15.tgz,node_modules/hls.js,node_modules/hls.js/LICENSE
html-url-attributes,3.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/html-url-attributes/-/html-url-attributes-3.0.1.tgz,node_modules/html-url-attributes,node_modules/html-url-attributes/license
ieee754,1.2.1,BSD-3-Clause,package-lock,false,false,https://registry.npmjs.org/ieee754/-/ieee754-1.2.1.tgz,node_modules/ieee754,node_modules/ieee754/LICENSE
immediate,3.0.6,MIT,package-lock,false,false,https://registry.npmjs.org/immediate/-/immediate-3.0.6.tgz,node_modules/immediate,node_modules/immediate/LICENSE.txt
inline-style-parser,0.2.7,MIT,package-lock,false,false,https://registry.npmjs.org/inline-style-parser/-/inline-style-parser-0.2.7.tgz,node_modules/inline-style-parser,node_modules/inline-style-parser/LICENSE
is-alphabetical,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/is-alphabetical/-/is-alphabetical-2.0.1.tgz,node_modules/is-alphabetical,node_modules/is-alphabetical/license
is-alphanumerical,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/is-alphanumerical/-/is-alphanumerical-2.0.1.tgz,node_modules/is-alphanumerical,node_modules/is-alphanumerical/license
is-decimal,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/is-decimal/-/is-decimal-2.0.1.tgz,node_modules/is-decimal,node_modules/is-decimal/license
is-hexadecimal,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/is-hexadecimal/-/is-hexadecimal-2.0.1.tgz,node_modules/is-hexadecimal,node_modules/is-hexadecimal/license
is-plain-obj,4.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/is-plain-obj/-/is-plain-obj-4.1.0.tgz,node_modules/is-plain-obj,node_modules/is-plain-obj/license
is-promise,2.2.2,MIT,package-lock,false,false,https://registry.npmjs.org/is-promise/-/is-promise-2.2.2.tgz,node_modules/is-promise,node_modules/is-promise/LICENSE
isexe,2.0.0,ISC,package-lock,false,false,https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz,node_modules/isexe,node_modules/isexe/LICENSE
its-fine,2.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/its-fine/-/its-fine-2.0.0.tgz,node_modules/its-fine,node_modules/its-fine/LICENSE
js-tokens,4.0.0,MIT,package-lock,false,true,https://registry.npmjs.org/js-tokens/-/js-tokens-4.0.0.tgz,node_modules/js-tokens,node_modules/js-tokens/LICENSE
jsesc,3.1.0,MIT,package-lock,false,true,https://registry.npmjs.org/jsesc/-/jsesc-3.1.0.tgz,node_modules/jsesc,
json5,2.2.3,MIT,package-lock,false,true,https://registry.npmjs.org/json5/-/json5-2.2.3.tgz,node_modules/json5,node_modules/json5/LICENSE.md
lie,3.3.0,MIT,package-lock,false,false,https://registry.npmjs.org/lie/-/lie-3.3.0.tgz,node_modules/lie,node_modules/lie/license.md
longest-streak,3.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/longest-streak/-/longest-streak-3.1.0.tgz,node_modules/longest-streak,node_modules/longest-streak/license
lru-cache,5.1.1,ISC,package-lock,false,true,https://registry.npmjs.org/lru-cache/-/lru-cache-5.1.1.tgz,node_modules/lru-cache,node_modules/lru-cache/LICENSE
maath,0.10.8,MIT,package-lock,false,false,https://registry.npmjs.org/maath/-/maath-0.10.8.tgz,node_modules/maath,
markdown-table,3.0.4,MIT,package-lock,false,false,https://registry.npmjs.org/markdown-table/-/markdown-table-3.0.4.tgz,node_modules/markdown-table,node_modules/markdown-table/license
mdast-util-find-and-replace,3.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-find-and-replace/-/mdast-util-find-and-replace-3.0.2.tgz,node_modules/mdast-util-find-and-replace,node_modules/mdast-util-find-and-replace/license
mdast-util-from-markdown,2.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-from-markdown/-/mdast-util-from-markdown-2.0.2.tgz,node_modules/mdast-util-from-markdown,node_modules/mdast-util-from-markdown/license
mdast-util-gfm,3.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-gfm/-/mdast-util-gfm-3.1.0.tgz,node_modules/mdast-util-gfm,node_modules/mdast-util-gfm/license
mdast-util-gfm-autolink-literal,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-gfm-autolink-literal/-/mdast-util-gfm-autolink-literal-2.0.1.tgz,node_modules/mdast-util-gfm-autolink-literal,node_modules/mdast-util-gfm-autolink-literal/license
mdast-util-gfm-footnote,2.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-gfm-footnote/-/mdast-util-gfm-footnote-2.1.0.tgz,node_modules/mdast-util-gfm-footnote,node_modules/mdast-util-gfm-footnote/license
mdast-util-gfm-strikethrough,2.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-gfm-strikethrough/-/mdast-util-gfm-strikethrough-2.0.0.tgz,node_modules/mdast-util-gfm-strikethrough,node_modules/mdast-util-gfm-strikethrough/license
mdast-util-gfm-table,2.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-gfm-table/-/mdast-util-gfm-table-2.0.0.tgz,node_modules/mdast-util-gfm-table,node_modules/mdast-util-gfm-table/license
mdast-util-gfm-task-list-item,2.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-gfm-task-list-item/-/mdast-util-gfm-task-list-item-2.0.0.tgz,node_modules/mdast-util-gfm-task-list-item,node_modules/mdast-util-gfm-task-list-item/license
mdast-util-mdx-expression,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-mdx-expression/-/mdast-util-mdx-expression-2.0.1.tgz,node_modules/mdast-util-mdx-expression,node_modules/mdast-util-mdx-expression/license
mdast-util-mdx-jsx,3.2.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-mdx-jsx/-/mdast-util-mdx-jsx-3.2.0.tgz,node_modules/mdast-util-mdx-jsx,node_modules/mdast-util-mdx-jsx/license
mdast-util-mdxjs-esm,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-mdxjs-esm/-/mdast-util-mdxjs-esm-2.0.1.tgz,node_modules/mdast-util-mdxjs-esm,node_modules/mdast-util-mdxjs-esm/license
mdast-util-phrasing,4.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-phrasing/-/mdast-util-phrasing-4.1.0.tgz,node_modules/mdast-util-phrasing,node_modules/mdast-util-phrasing/license
mdast-util-to-hast,13.2.1,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-to-hast/-/mdast-util-to-hast-13.2.1.tgz,node_modules/mdast-util-to-hast,node_modules/mdast-util-to-hast/license
mdast-util-to-markdown,2.1.2,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-to-markdown/-/mdast-util-to-markdown-2.1.2.tgz,node_modules/mdast-util-to-markdown,node_modules/mdast-util-to-markdown/license
mdast-util-to-string,4.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/mdast-util-to-string/-/mdast-util-to-string-4.0.0.tgz,node_modules/mdast-util-to-string,node_modules/mdast-util-to-string/license
meshline,3.3.1,MIT,package-lock,false,false,https://registry.npmjs.org/meshline/-/meshline-3.3.1.tgz,node_modules/meshline,node_modules/meshline/LICENSE
meshoptimizer,0.22.0,MIT,package-lock,false,false,https://registry.npmjs.org/meshoptimizer/-/meshoptimizer-0.22.0.tgz,node_modules/meshoptimizer,node_modules/meshoptimizer/LICENSE.md
micromark,4.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/micromark/-/micromark-4.0.2.tgz,node_modules/micromark,node_modules/micromark/license
micromark-core-commonmark,2.0.3,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-core-commonmark/-/micromark-core-commonmark-2.0.3.tgz,node_modules/micromark-core-commonmark,node_modules/micromark-core-commonmark/license
micromark-extension-gfm,3.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-extension-gfm/-/micromark-extension-gfm-3.0.0.tgz,node_modules/micromark-extension-gfm,node_modules/micromark-extension-gfm/license
micromark-extension-gfm-autolink-literal,2.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-extension-gfm-autolink-literal/-/micromark-extension-gfm-autolink-literal-2.1.0.tgz,node_modules/micromark-extension-gfm-autolink-literal,node_modules/micromark-extension-gfm-autolink-literal/license
micromark-extension-gfm-footnote,2.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-extension-gfm-footnote/-/micromark-extension-gfm-footnote-2.1.0.tgz,node_modules/micromark-extension-gfm-footnote,node_modules/micromark-extension-gfm-footnote/license
micromark-extension-gfm-strikethrough,2.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-extension-gfm-strikethrough/-/micromark-extension-gfm-strikethrough-2.1.0.tgz,node_modules/micromark-extension-gfm-strikethrough,node_modules/micromark-extension-gfm-strikethrough/license
micromark-extension-gfm-table,2.1.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-extension-gfm-table/-/micromark-extension-gfm-table-2.1.1.tgz,node_modules/micromark-extension-gfm-table,node_modules/micromark-extension-gfm-table/license
micromark-extension-gfm-tagfilter,2.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-extension-gfm-tagfilter/-/micromark-extension-gfm-tagfilter-2.0.0.tgz,node_modules/micromark-extension-gfm-tagfilter,node_modules/micromark-extension-gfm-tagfilter/license
micromark-extension-gfm-task-list-item,2.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-extension-gfm-task-list-item/-/micromark-extension-gfm-task-list-item-2.1.0.tgz,node_modules/micromark-extension-gfm-task-list-item,node_modules/micromark-extension-gfm-task-list-item/license
micromark-factory-destination,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-factory-destination/-/micromark-factory-destination-2.0.1.tgz,node_modules/micromark-factory-destination,node_modules/micromark-factory-destination/license
micromark-factory-label,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-factory-label/-/micromark-factory-label-2.0.1.tgz,node_modules/micromark-factory-label,node_modules/micromark-factory-label/license
micromark-factory-space,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-factory-space/-/micromark-factory-space-2.0.1.tgz,node_modules/micromark-factory-space,node_modules/micromark-factory-space/license
micromark-factory-title,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-factory-title/-/micromark-factory-title-2.0.1.tgz,node_modules/micromark-factory-title,node_modules/micromark-factory-title/license
micromark-factory-whitespace,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-factory-whitespace/-/micromark-factory-whitespace-2.0.1.tgz,node_modules/micromark-factory-whitespace,node_modules/micromark-factory-whitespace/license
micromark-util-character,2.1.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-character/-/micromark-util-character-2.1.1.tgz,node_modules/micromark-util-character,node_modules/micromark-util-character/license
micromark-util-chunked,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-chunked/-/micromark-util-chunked-2.0.1.tgz,node_modules/micromark-util-chunked,node_modules/micromark-util-chunked/license
micromark-util-classify-character,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-classify-character/-/micromark-util-classify-character-2.0.1.tgz,node_modules/micromark-util-classify-character,node_modules/micromark-util-classify-character/license
micromark-util-combine-extensions,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-combine-extensions/-/micromark-util-combine-extensions-2.0.1.tgz,node_modules/micromark-util-combine-extensions,node_modules/micromark-util-combine-extensions/license
micromark-util-decode-numeric-character-reference,2.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-decode-numeric-character-reference/-/micromark-util-decode-numeric-character-reference-2.0.2.tgz,node_modules/micromark-util-decode-numeric-character-reference,node_modules/micromark-util-decode-numeric-character-reference/license
micromark-util-decode-string,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-decode-string/-/micromark-util-decode-string-2.0.1.tgz,node_modules/micromark-util-decode-string,node_modules/micromark-util-decode-string/license
micromark-util-encode,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-encode/-/micromark-util-encode-2.0.1.tgz,node_modules/micromark-util-encode,node_modules/micromark-util-encode/license
micromark-util-html-tag-name,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-html-tag-name/-/micromark-util-html-tag-name-2.0.1.tgz,node_modules/micromark-util-html-tag-name,node_modules/micromark-util-html-tag-name/license
micromark-util-normalize-identifier,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-normalize-identifier/-/micromark-util-normalize-identifier-2.0.1.tgz,node_modules/micromark-util-normalize-identifier,node_modules/micromark-util-normalize-identifier/license
micromark-util-resolve-all,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-resolve-all/-/micromark-util-resolve-all-2.0.1.tgz,node_modules/micromark-util-resolve-all,node_modules/micromark-util-resolve-all/license
micromark-util-sanitize-uri,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-sanitize-uri/-/micromark-util-sanitize-uri-2.0.1.tgz,node_modules/micromark-util-sanitize-uri,node_modules/micromark-util-sanitize-uri/license
micromark-util-subtokenize,2.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-subtokenize/-/micromark-util-subtokenize-2.1.0.tgz,node_modules/micromark-util-subtokenize,node_modules/micromark-util-subtokenize/license
micromark-util-symbol,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-symbol/-/micromark-util-symbol-2.0.1.tgz,node_modules/micromark-util-symbol,node_modules/micromark-util-symbol/license
micromark-util-types,2.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/micromark-util-types/-/micromark-util-types-2.0.2.tgz,node_modules/micromark-util-types,node_modules/micromark-util-types/license
ms,2.1.3,MIT,package-lock,false,false,https://registry.npmjs.org/ms/-/ms-2.1.3.tgz,node_modules/ms,node_modules/ms/license.md
nanoid,3.3.11,MIT,package-lock,false,true,https://registry.npmjs.org/nanoid/-/nanoid-3.3.11.tgz,node_modules/nanoid,node_modules/nanoid/LICENSE
node-releases,2.0.27,MIT,package-lock,false,true,https://registry.npmjs.org/node-releases/-/node-releases-2.0.27.tgz,node_modules/node-releases,node_modules/node-releases/LICENSE
parse-entities,4.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/parse-entities/-/parse-entities-4.0.2.tgz,node_modules/parse-entities,node_modules/parse-entities/license
parse-numeric-range,1.3.0,ISC,package-lock,false,false,https://registry.npmjs.org/parse-numeric-range/-/parse-numeric-range-1.3.0.tgz,node_modules/parse-numeric-range,node_modules/parse-numeric-range/LICENSE
parse5,7.3.0,MIT,package-lock,false,false,https://registry.npmjs.org/parse5/-/parse5-7.3.0.tgz,node_modules/parse5,node_modules/parse5/LICENSE
path-key,3.1.1,MIT,package-lock,false,false,https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz,node_modules/path-key,node_modules/path-key/license
picocolors,1.1.1,ISC,package-lock,false,true,https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz,node_modules/picocolors,node_modules/picocolors/LICENSE
picomatch,4.0.3,MIT,package-lock,false,true,https://registry.npmjs.org/picomatch/-/picomatch-4.0.3.tgz,node_modules/picomatch,node_modules/picomatch/LICENSE
postcss,8.5.6,MIT,package-lock,false,true,https://registry.npmjs.org/postcss/-/postcss-8.5.6.tgz,node_modules/postcss,node_modules/postcss/LICENSE
potpack,1.0.2,ISC,package-lock,false,false,https://registry.npmjs.org/potpack/-/potpack-1.0.2.tgz,node_modules/potpack,node_modules/potpack/LICENSE
prismjs,1.30.0,MIT,package-lock,true,false,https://registry.npmjs.org/prismjs/-/prismjs-1.30.0.tgz,node_modules/prismjs,node_modules/prismjs/LICENSE
promise-worker-transferable,1.0.4,Apache-2.0,package-lock,false,false,https://registry.npmjs.org/promise-worker-transferable/-/promise-worker-transferable-1.0.4.tgz,node_modules/promise-worker-transferable,node_modules/promise-worker-transferable/LICENSE
property-information,6.5.0,MIT,package-lock,false,false,https://registry.npmjs.org/property-information/-/property-information-6.5.0.tgz,node_modules/hastscript/node_modules/property-information,node_modules/hastscript/node_modules/property-information/license
property-information,7.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/property-information/-/property-information-7.1.0.tgz,node_modules/property-information,node_modules/property-information/license
react,19.2.4,MIT,package-lock,true,false,https://registry.npmjs.org/react/-/react-19.2.4.tgz,node_modules/react,node_modules/react/LICENSE
react-dom,19.2.4,MIT,package-lock,true,false,https://registry.npmjs.org/react-dom/-/react-dom-19.2.4.tgz,node_modules/react-dom,node_modules/react-dom/LICENSE
react-markdown,10.1.0,MIT,package-lock,true,false,https://registry.npmjs.org/react-markdown/-/react-markdown-10.1.0.tgz,node_modules/react-markdown,node_modules/react-markdown/license
react-refresh,0.18.0,MIT,package-lock,false,true,https://registry.npmjs.org/react-refresh/-/react-refresh-0.18.0.tgz,node_modules/react-refresh,node_modules/react-refresh/LICENSE
react-router,6.30.3,MIT,package-lock,false,false,https://registry.npmjs.org/react-router/-/react-router-6.30.3.tgz,node_modules/react-router,node_modules/react-router/LICENSE.md
react-router-dom,6.30.3,MIT,package-lock,true,false,https://registry.npmjs.org/react-router-dom/-/react-router-dom-6.30.3.tgz,node_modules/react-router-dom,node_modules/react-router-dom/LICENSE.md
react-use-measure,2.1.7,MIT,package-lock,false,false,https://registry.npmjs.org/react-use-measure/-/react-use-measure-2.1.7.tgz,node_modules/react-use-measure,node_modules/react-use-measure/LICENSE
refractor,4.9.0,MIT,package-lock,false,false,https://registry.npmjs.org/refractor/-/refractor-4.9.0.tgz,node_modules/refractor,node_modules/refractor/license
rehype-parse,9.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/rehype-parse/-/rehype-parse-9.0.1.tgz,node_modules/rehype-parse,node_modules/rehype-parse/license
rehype-prism-plus,2.0.1,MIT,package-lock,true,false,https://registry.npmjs.org/rehype-prism-plus/-/rehype-prism-plus-2.0.1.tgz,node_modules/rehype-prism-plus,node_modules/rehype-prism-plus/LICENSE
remark-gfm,4.0.1,MIT,package-lock,true,false,https://registry.npmjs.org/remark-gfm/-/remark-gfm-4.0.1.tgz,node_modules/remark-gfm,node_modules/remark-gfm/license
remark-parse,11.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/remark-parse/-/remark-parse-11.0.0.tgz,node_modules/remark-parse,node_modules/remark-parse/license
remark-rehype,11.1.2,MIT,package-lock,false,false,https://registry.npmjs.org/remark-rehype/-/remark-rehype-11.1.2.tgz,node_modules/remark-rehype,node_modules/remark-rehype/license
remark-stringify,11.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/remark-stringify/-/remark-stringify-11.0.0.tgz,node_modules/remark-stringify,node_modules/remark-stringify/license
require-from-string,2.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz,node_modules/require-from-string,node_modules/require-from-string/license
rollup,4.57.1,MIT,package-lock,false,true,https://registry.npmjs.org/rollup/-/rollup-4.57.1.tgz,node_modules/rollup,node_modules/rollup/LICENSE.md
scheduler,0.27.0,MIT,package-lock,false,false,https://registry.npmjs.org/scheduler/-/scheduler-0.27.0.tgz,node_modules/scheduler,node_modules/scheduler/LICENSE
semver,6.3.1,ISC,package-lock,false,true,https://registry.npmjs.org/semver/-/semver-6.3.1.tgz,node_modules/semver,node_modules/semver/LICENSE
shebang-command,2.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz,node_modules/shebang-command,node_modules/shebang-command/license
shebang-regex,3.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz,node_modules/shebang-regex,node_modules/shebang-regex/license
source-map-js,1.2.1,BSD-3-Clause,package-lock,false,true,https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz,node_modules/source-map-js,node_modules/source-map-js/LICENSE
space-separated-tokens,2.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/space-separated-tokens/-/space-separated-tokens-2.0.2.tgz,node_modules/space-separated-tokens,node_modules/space-separated-tokens/license
stats-gl,2.4.2,MIT,package-lock,false,false,https://registry.npmjs.org/stats-gl/-/stats-gl-2.4.2.tgz,node_modules/stats-gl,
stats.js,0.17.0,MIT,package-lock,false,false,https://registry.npmjs.org/stats.js/-/stats.js-0.17.0.tgz,node_modules/stats.js,node_modules/stats.js/LICENSE
stringify-entities,4.0.4,MIT,package-lock,false,false,https://registry.npmjs.org/stringify-entities/-/stringify-entities-4.0.4.tgz,node_modules/stringify-entities,node_modules/stringify-entities/license
style-to-js,1.1.21,MIT,package-lock,false,false,https://registry.npmjs.org/style-to-js/-/style-to-js-1.1.21.tgz,node_modules/style-to-js,node_modules/style-to-js/LICENSE
style-to-object,1.0.14,MIT,package-lock,false,false,https://registry.npmjs.org/style-to-object/-/style-to-object-1.0.14.tgz,node_modules/style-to-object,node_modules/style-to-object/LICENSE
suspend-react,0.1.3,MIT,package-lock,false,false,https://registry.npmjs.org/suspend-react/-/suspend-react-0.1.3.tgz,node_modules/suspend-react,node_modules/suspend-react/LICENSE
three,0.170.0,MIT,package-lock,false,false,https://registry.npmjs.org/three/-/three-0.170.0.tgz,node_modules/stats-gl/node_modules/three,node_modules/stats-gl/node_modules/three/LICENSE
three,0.182.0,MIT,package-lock,true,false,https://registry.npmjs.org/three/-/three-0.182.0.tgz,node_modules/three,node_modules/three/LICENSE
three-mesh-bvh,0.8.3,MIT,package-lock,false,false,https://registry.npmjs.org/three-mesh-bvh/-/three-mesh-bvh-0.8.3.tgz,node_modules/three-mesh-bvh,node_modules/three-mesh-bvh/LICENSE
three-stdlib,2.36.1,MIT,package-lock,false,false,https://registry.npmjs.org/three-stdlib/-/three-stdlib-2.36.1.tgz,node_modules/three-stdlib,node_modules/three-stdlib/LICENSE
